date_received,product,sub_product,issue,sub_issue,complaint_what_happened,company_public_response,company,state,zip_code,consumer_consent_provided,submitted_via,date_sent_to_company,company_response,timely,tags,consumer_disputed,complaint_id
2018-03-25T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XX/XX/XXXX To : VIA ONLINE at XXXX : XXXX Consumer Financial Protection Bureau XXXX XXXX XXXX XXXX XXXX 
Washington, D.C. XXXX Re : Unfair, deceptive, and unlawful mortgage servicing, dual tracking, and foreclosure practices by Seterus, Inc. and XXXX XXXX XXXX XXXX pertaining to the subject property XXXX XXXX XXXX, XXXX XXXX, NJ XXXX ( Loan Acct. # : XXXX ) ( Foreclosure Docket No. : XXXX ) To whom it may concern, I am writing this correspondence to the Consumer Financial Protection Bureau ( CFPB ) to report the unfair, deceptive, and unlawful practices by Seterus, Inc. ( Seterus ) as the purported servicer for XXXX XXXX XXXX XXXX ( XXXX XXXX ) who Seterus claims is the owner of my mortgage loan that was originated on XX/XX/XXXX by XXXX XXXX   XXXX ( XXXX XXXX ), and was previously serviced by the infamous XXXX XXXX XXXX ( XXXX ) and XXXX XXXX XXXX, XXXX. ( XXXX ). I also submit this communication as an official appeal under 12 CFR 1024.41 ( h ) of Seterus denial of my modification request as of XX/XX/XXXX ( See Exhibit 1 ) considering the aforementioned discrepancies, unethical, and unlawful practices putting into question if Seterus has any right to commence the current foreclosure action on behalf of XXXX XXXX as the purported owner of my mortgage loan. 

First and foremost, I have attached to this correspondence as Exhibit 2 a note instrument that was filed with the Superior Court of New Jersey by XXXX on or about XX/XX/XXXX in Docket No. : XXXX, wherein my social security number is unredacted on page two of two, exposed to the general public, and has yet to be redacted by Seterus and or XXXX XXXX, leaving me vulnerable to identity theft and the unlawful trafficking of my personal information by any individual and or company with bad intentions. 

Furthermore, I am even more concerned with the undisputable fact that Seterus as the alleged servicer for XXXX XXXX, is basing its right to deny me modification relief or, in the alternative, continue with the Sheriff Sale of my home on XX/XX/XXXX based upon forged, falsely acknowledged, and or void instruments, of which includes : 1. A forged instrument titled ASSIGNMENT OF MORTGAGE that was created by XXXX and XXXX XXXX XXXX XXXX XXXX a/k/a XXXX XXXX XXXX XXXX ( XXXX  ), and recorded by the Office of the Clerk for XXXX County, NJ ( XXXX County Clerk ) on XX/XX/XXXX ( See Exhibit 4 ), wherein XXXX XXXX XXXX XXXX XXXX XXXX. ( XXXX ) as the purported nominee for XXXX  XXXX  is misrepresented as the assignor of my mortgage loan on XX/XX/XXXX, when in fact : A. XXXX never extended its monies to me because XXXX does not originate mortgage loan. ; B. XXXX never acquired my mortgage loan, and had no rights to receive payment. ; C. XXXX never acted a document custodian for my mortgage loan, and was contractually prohibited from taking any action ( i.e. foreclosure, assignment, etc. ) on my mortgage loan. ; AND D. the names and purported signatures of XXXX XXXX and XXXX XXXX appearing as officers of XXXX, along with the acknowledged of Minnesota notary public XXXX XXXX, are each forgeries because : i. XXXX   has never ( emphasis added ) had any employees ; AND ii. XXXX XXXX and XXXX XXXX were at all times employees of XXXX, the latter of whom entered into a consent order with Federal Authorities on XX/XX/XXXX in In the XXXX XXXX XXXX XXXX XXXX, et al. ( FRB Docket Nos. XXXX XXXX XXXX, XXXX OCC XXXX XXXX XXXX ) annexed hereto as Exhibit 8, along with XXXX and its parent company in In the Matter of : XXXX XXXX XXXX and the XXXX XXXX XXXX XXXX XXXX XXXX ( OCC XXXX, XXXX XXXX XXXX, Docket Nos. XXXX, XXXX, XXXX, XXXX No. XXXX, XXXX XXXX. XXXX ) annexed hereto as Exhibit 9,  prohibiting their further engagement in the unsound and unsafe practices displayed within the forged instrument still being used by Seterus and XXXX XXXX to foreclose upon my home. ; AND 2. A forged and out of sequence instrument titled NEW JERSEY ASSIGNMENT OF MORTGAGE that was created by XXXX, and recorded by the XXXX County Clerk on XX/XX/XXXX, wherein XXXX XXXX is declared the assignor of only ( emphasis added ) my mortgage on XX/XX/XXXX ( See Exhibit 10 ), without any mention of a transfer of the note in dispute, and without any proof as to when and how WMB as the prior assignee of record according to the aforementioned void instrument titled ASSIGNMENT OF MORTGAGE recorded by the XXXX County Clerk on XX/XX/XXXX ( See Exhibit 4 ) transfer my mortgage loan to XXXX, the latter of whom only acquired servicing ( not ownership ) from XXXX pursuant to the XX/XX/XXXX Purchase & Assumption Agreement ( P & AA ) with the Federal Deposit Insurance Corporation ( FDIC ). ; AND 3. The version note instrument last submitted to the Office of Foreclosure by Seterus as the purported authorized  servicer for XXXX XXXX, displays a suddenly appearing undated stamp ( i.e. not a blue ink signature ) purporting to be an indorsement in blank by XXXX ( See Exhibit 2 ), that did not appear upon the note instrument submitted in the same foreclosure proceeding on or about XX/XX/XXXX that was certified by a New Jersey foreclosure attorney to be a true copy of the original, bearing only one dated stamp purported to be an indorsement by XXXX XXXX paid to the order of XXXX on XX/XX/XXXX ( See Exhibit 1 ). 

Additionally, the aforementioned void and out of sequence instrument titled NEW JERSEY ASSIGNMENT OF MORTGAGE that was created by XXXX, recorded by the XXXX County Clerk on XX/XX/XXXX ( See Exhibit 10 ), and heavily relied upon by Seterus as the purported servicing agent for XXXX XXXX, displays general misrepresentations as to the alleged transfer of my mortgage loan, the names and alleged signatures of fictitious persons misrepresenting their identities and knowledge as to the whereabouts of my mortgage loan, and a false acknowledged by a notary public employed by XXXX, all of which constitutes continued violations of the prohibitions under 1. the XX/XX/XXXX consent judgment In the Matter of : XXXX XXXX XXXX  XXXX XXXX. ( XXXX ) ( See Exhibit 11 ). ; AND 2. the XX/XX/XXXX XXXX XXXX XXXX ( XXXX ) ( See Exhibit 12 ) wherein XXXX and its affiliates were prohibited from further engagement in the unfair, deceptive, and illegal practices cited by the United States of America and 49 State Attorney Generals ( including the New Jersey Attorney General ) in United States of America vXXXX XXXX XXXX XXXX XXXX XXXX et al. ( Case No. XXXX ) ( See Exhibit 13 )  for which I was made a party to the action by the New Jersey Attorney General ( NJ AG ) pursuant to  consumer enforcement authorities bestowed upon the NJ AG along with parens patriae and common law. 

Next, although Seterus is claiming that XXXX XXXX is the owner of my mortgage loan, I have never ( emphasis added ) received a Notice of Sale / Transfer as required under 15 U.S.C. 1641 ( g ) from any party ( emphasis added ) including Seterus and or XXXX XXXX, asserting to be the new creditor for my mortgage loan that was originally made payable to XXXX XXXX 

Hence, setting aside the aforementioned grave concerns regarding my mortgage loan and if Seterus has any right to foreclose on behalf of XXXX XXXX, I am extremely concerned that Seterus denied me a modification as of XX/XX/XXXX ( See Exhibit 1 ),  and has chosen instead to proceed with the Sheriff Sale of my home scheduled for XX/XX/XXXX. 

Wherefore, I am now putting the CFPB on notice with this communication and exhibits annexed hereto in support, of Seterus unfair, deceptive, and unlawful practices including the unlawful foreclosure of my home and the unfair denial of a modification that I desperately need and deserve ( in light of the aforementioned document irregularities ) in order to prevent the unnecessary and unjust Sheriff Sale of my home scheduled for XX/XX/XXXX. 

Respectfully Submitted,",,"Seterus, Inc.",NJ,077XX,Consent provided,Web,2018-03-25T00:00:00.000,Closed with explanation,Yes,,N/A,2853901
2018-03-31T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Collected or attempted to collect exempt funds,I filed for bankruptcy ten years ago. This company acquired a mortgage that was cleared in my bankruptcy case ten years ago. Firt they reestablished the debt on my credit report as a new dept. when i called them they told me i had to pay them regardless of the bankruptcy. Now they issued me a XXXX  for income. According to them since i didnt pay this ten years ago they want me to report it as income. This is the second issue with this conpany. Im working towards repairing my creidt theae people continue to aet me back. The debit cleared by the court was not income i never recieved money in my pocket this was money paid from one mortgage comapny to another. Please help me to get this XXXX  reveresed and get this comapny to leave me alone. They causing me extreme distress in a chapter in my file that should have been closed for years now.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Seterus, Inc.",NJ,071XX,Consent provided,Web,2018-03-31T00:00:00.000,Closed with explanation,Yes,,N/A,2860646
2018-08-04T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt is not yours,"On XX/XX/2018 a man appeared at my door saying he was serving papers for ( what initially sounded like ) XXXX. I said I had no account with them, and told me I needed to call the lawyer involved. Upon looking at the documents they related to my deceased grandmother. Knowing that by Federal law I am not responsible for this debt, and the fact it felt like a scam ( being served with papers without any prior effort by any party to contact me regardless ), I did not take action. On XX/XX/XXXX I and my spouse received additional correspondence from this lawyer stating that he was entering into judgment to have the debt paid. All documentation contains a laundry list of relatives for my late-grandmother, including the executor of her will ( which is not me ). Upon reviewing documentation sent by certified mail it seems that she took out a loan at some point prior to her passing. At no point was I aware of this loan, I never discussed it with her, nor did I co-sign on this loan. After talking with a representative of the CFPB on XX/XX/XXXX I wrote a letter to this lawyer indicating that I have no legal responsibility for this debt, nor do I have any intention of paying it. This letter was sent by certified registered mail on XX/XX/2018.",Company believes it acted appropriately as authorized by contract or law,"Pluese, Becker & Saltzman, LLC",NJ,080XX,Consent provided,Web,2018-08-04T00:00:00.000,Closed with explanation,Yes,,N/A,2982092
2018-04-25T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,"Impersonated attorney, law enforcement, or government official",,,NATIONSTAR MORTGAGE,NJ,08015,N/A,Referral,2018-04-25T00:00:00.000,Closed with explanation,Yes,,N/A,2887033
2018-02-23T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company believes the complaint is the result of a misunderstanding,Ditech Financial LLC,NJ,08902,N/A,Referral,2018-02-23T00:00:00.000,Closed with explanation,Yes,,N/A,2823774
2018-05-08T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XXXX XXXX XXXX XXXX ( XXXX ) is in violation of the New York State Real Property Actions and Proceedings Law ( RPAPL ) 1921 and New York Real Property Law ( RPL ) 275.  These laws require a mortgagee ( XXXX ) to execute a satisfaction of mortgage and arrange to have the satisfaction recorded within 30 days. Failure of the mortgagee to do so entitles the borrower to a penalty based on when the satisfaction was recorded. The amounts are {$500.00} for satisfactions not recorded within 30 days, {$1000.00} for satisfactions not recorded within 60 days, and {$1500.00} for satisfactions not recorded within 90 days. XXXX has negligently failed to execute a satisfaction/discharge of mortgage and have the satisfaction/discharge recorded on the following mortgages which are now erroneously recorded in the XXXX XXXX XXXX XXXX in XXXX XXXX, New York : XXXX, XXXX and XXXX ( see attached listing ). In a letter dated XX/XX/XXXX, XXXX states, The loan was sold and transferred to SPS effective XX/XX/XXXX. SPS states in a letter dated XX/XX/XXXX, XXXX XXXX XXXX XXXX is the Noteholder of the account, and SPS is the mortgage servicer. If the loan was sold, as XXXX states and SPS confirms, XXXX is no longer the Noteholder and has no legal security interest in the mortgages and therefore, should have executed a satisfaction/discharge of mortgage for each mortgage they previously and erroneously recorded in XXXX, XXXX and XXXX. If the erroneous mortgages were transferred/assigned to SPS, as XXXX also states, I have yet to be provided an actual copy ; although previously requested, which legitimizes such transfer/assignment, including a copy of the actual proper and legal endorsements by XXXX to SPS, or whomever they allegedly sold and transferred the mortgages to. Not a prefabricated form letter that states the mortgage has been sold/assigned/transferred, without any accompanying documented evidence, which serves to prove which party owns the alleged debt and therefore may bring a foreclosure action. In addition, to date, there has been no proper written format of a document and recordation of such document, which provides notice to the public of an effectuated assignment. I am entitled to such copies and verification, if it exists. The negligent actions of both XXXX and SPS remain unconscionable during the ordinary course of business, which leads to further harm to the consumer. It is now going on six months since XXXX has sold and transferred the aforementioned mortgages without adhering to established law.",,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-05-08T00:00:00.000,Closed with explanation,Yes,,N/A,2900506
2018-07-30T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"Beneficial Mortgage is in violation of 12 CFR Part 1024 ( Regulation X ).  On XX/XX/XXXX they insufficiently responded to CFPB case number XXXX in the following manner. 1- They have not explained why a wrong address and zip code was used in several documents as described in my original complaint. They did not provide a copy of the alleged tax return document they claim was used as part of the application process. 2- They  have not explained how the legal description of the property that is allegedly used as security for the mortgage is not the legal description of XXXX XXXX XXXX XXXX . They reference Tax Map Number XXXX as a means of identifying said property. Tax Map Number XXXX is the same Tax Map Number used for three of my deceased parent 's properties ; all with individual deeds. It is well known a Tax Map Number is not a legal means to identify a specific property. 3- They have not explained why the account number was changed. 4- They state they erroneously provided the wrong persons credit report which was not my deceased mothers, however, they did not provide me a copy of the correct credit report. 5- They still have not explained why they have the wrong birth dates for both my deceased parents listed in the credit reports they provided. 6- They have not explained why they can not provide a copy of the appraisal for the XX/XX/XXXX mortgage they underwrote. Beneficial continues to misrepresent the facts and continues to avoid answering my QWR 's with truth and completeness.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,,Consent provided,Web,2018-07-30T00:00:00.000,Closed with explanation,Yes,,N/A,2977029
2018-08-09T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,Ive been requesting a modification since XX/XX/2017. That is when I was able to make my trial payments after my retirement went through.XXXX put through a modification in XX/XX/2017 when I had no income to pay. Currently I can make the payments.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,086XX,Consent provided,Web,2018-08-09T00:00:00.000,Closed with explanation,Yes,,N/A,2987342
2018-03-27T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Specialized Loan Servicing LLC,NJ,08638,N/A,Referral,2018-04-09T00:00:00.000,Closed with explanation,Yes,,N/A,2868679
2018-05-21T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"Select Portfolio Services ( SPS ) is in violation of Forced Placed Insurance, lying and deceit. On XX/XX/XXXX, SPS stated, "" Lenders Placed Insurance In your inquiry, you question SPS adding Lender Placed Insurance ( LPI ) to the account. SPS does not show that any LPI has been added to the account. '' However, in correspondence ( certified mail ) from SPS dated XX/XX/XXXX and received XX/XX/XXXX, SPS states, "" This is your second and final notice that our records show that your hazard insurance expired and we do not have evidence that you have obtained new coverage. Because hazard insurance is required on your property, we plan to buy insurance for your property ... ... ... ... ... .. The insurance we buy : Will cost an estimated {$1100.00} annually, which may be significantly more expensive than insurance you can buy yourself. '' On numerous occasions I have explained to SPS they have no legal security interest in the property they now claim to be placing forced placed insurance on. The legal description in all notes and mortgages do not coincide with the property they are now fraudulently trying to place insurance on. SPS continues to conduct business in a fraudulent manner and continues to go unchecked by appropriate authorities. I demand appropriate action by the CFPB.",,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-05-21T00:00:00.000,Closed with explanation,Yes,,N/A,2913154
2018-05-28T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,,,NATIONSTAR MORTGAGE,NJ,074XX,Consent not provided,Web,2018-05-28T00:00:00.000,Closed with explanation,Yes,Servicemember,N/A,2919753
2018-11-28T00:00:00.000,Debt collection,Mortgage debt,False statements or representation,Attempted to collect wrong amount,"Once again, allow me to enlighten HSBC in regards to their lies and misrepresentation as noted in their CFPB response XXXX, HSBC states, "" The legal description in the Mortgage and Mortgage and Consolidation Agreements matches the legal description in the title reports dated XX/XX/XXXX, XX/XX/XXXX, and XX/XX/XXXX. Each title report references the deed dated XX/XX/XXXX, recorded on XX/XX/XXXX, XXXX # XXXX, page 770 ( copies enclosed ). '' In all fairness, this is correct. However, the following statement is clearly an avoidance to truthfully state the facts. HSBC further states, "" It is unclear as to whether the Deed dated XX/XX/XXXX, describes the property address of XXXX XXXX, XXXX, NY XXXX because a specific property address for the property is not set forth in the Deed. '' This response is nothing short of preposterous. HSBC knows full well that XXXX XXXX XXXX XXXX is described in the deed dated XX/XX/XXXX. This is evidenced by HSBC ( formally Beneficial ) underwriting three previous mortgages, all of which contain the deed description of the XX/XX/XXXX deed and match the property of XXXX XXXX XXXX XXXX. They are as follows : XX/XX/XXXX XXXX XXXX, page 944, XX/XX/XXXX XXXX XXXX, page 238 and XX/XX/XXXX XXXX XXXX, page 347. All of which have been properly discharged. HSBC continues to be deceptive in not clearly admitting that the security interest in the property described within the Mortgage dated XX/XX/XXXX, and Mortgage and Consolidation Agreements dated XX/XX/XXXX, and XX/XX/XXXX, which they sold to XXXX is not the property of XXXX XXXX XXXX XXXX. As a result, XXXX and associates are trying to wrongfully foreclose on a property they have no security interest in. I would like written confirmation from HSBC stating that what I have outlined above is the truth. I encourage them to fact check my investigation of this matter. Their fraudulent deception of trying to protect XXXX and it's associates in their attempt to fraudulently foreclose is ridiculously unacceptable and unbecoming of any business that deals with the public.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-11-29T00:00:00.000,Closed with explanation,Yes,,N/A,3086046
2018-10-30T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,,"The CBE Group, Inc.",NJ,08016,N/A,Referral,2018-10-30T00:00:00.000,Closed with explanation,Yes,,N/A,3060988
2018-04-12T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,,,"Phelan Hallinan & Diamond, PC",NJ,078XX,Consent not provided,Web,2018-04-16T00:00:00.000,Closed with explanation,Yes,,N/A,2873337
2018-03-22T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"Violations of numerous Federal and State Laws and Agreements to include : The Dodd-Frank Act, Title 12 Chapter X 1003HOME MORTGAGE DISCLOSURE ( REGULATION C ), Title 12 Chapter X PART 1014MORTGAGE ACTS AND PRACTICESADVERTISING ( REGULATION N ), Title 12 Chapter X PART 1024REAL ESTATE SETTLEMENT PROCEDURES ACT ( REGULATION X ), Title 12 Chapter X PART1026TRUTH IN LENDING ( REGULATION Z ), New York General Business Law 349, Fair Debt Collection Practices Act, Gramm-Leach-Bliley Act, as well as breach of  representations and warranties. 

A propertys legal description identifies it and distinguishes it from any other property. An error in the legal description of record becomes an obvious title issue and has a significant effect on any applicable documented agreements. In this case, three recorded defective mortgages. As outlined in attached, the clear and convincing evidence provided illustrates that both XXXX XXXX XXXX XXXX and Select Portfolio Servicing Inc.s lack of quality control procedures, due diligence, breach of representation and warranties, attention to detail, unethical business practices and non-compliance with relevant underwriting guidelines and applicable laws has rendered all three notes and mortgage agreements ( XXXX, XXXX, XXXX ) completely invalid and unenforceable. Both XXXX XXXX XXXX XXXX and Select Portfolio Servicing Inc.s conduct is indicative of fraud on borrowers, fraud on investors and a fraud on the courts ; especially when wrongful notifications and summons for foreclosure are brought forth by both parties without having clear and convincing evidence of a bona fide security interest in a property. In several ways, both companies negligently originated, recorded, serviced, securitized and/or sold these significantly defective loans to the secondary market, which are predominantly and legally null and void. Their unconscionable and seemingly unethical actions have caused great stress and anguish upon my remaining family as we continue to grieve our parents loss and are forced to defend the loss of our childhood home. Knowing the debt was invalid and unenforceable ; SPS continues to threaten our childhood home of nearly 50 years with foreclosure, without cause. New York General Business Law 349 strictly prohibits such evident and deceptive trade practices or acts that are being committed by XXXX XXXX XXXX XXXX and Select Portfolio Servicing Inc. Our proud, hard working, yet financially unsophisticated parents, fell victim to predatory lending and deceit. See attached evidence.",,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-03-22T00:00:00.000,Closed with explanation,Yes,,N/A,2851795
2018-09-18T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Shellpoint Partners, LLC",NJ,07621,N/A,Referral,2018-09-18T00:00:00.000,Closed with explanation,Yes,,N/A,3022196
2018-07-30T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,Select Portfolio Servicing ( SPS ) is in violation of 12 CFR Part 1024 ( Regulation X ). They have not responded to my error notification and qualified written request for information which is dated XX/XX/2018 and XX/XX/2018. See attached documentation.,,"SELECT PORTFOLIO SERVICING, INC.",NJ,08085,Consent provided,Web,2018-07-30T00:00:00.000,Closed with explanation,Yes,,N/A,2977064
2018-11-02T00:00:00.000,Debt collection,Mortgage debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,"last week, i called Veripro Solutions to see if i could negotiate a reasonable amount to release the lien that was included in my bankruptcy XXXX in XXXX. My case worker, XXXX, gave me an offer but I said NO because the property isn't worth it and he really tried hard to think he was smart and was going to compel me to make a bad business decision. However, i said NO and i asked if he could just send me a letter of that offer even though I WAS NOT going to accept it .... i wanted it in writing because i may have to file a quiet title or a motion to make them release the liens. The mortgages were discharged and last payment on this house was in XXXX. The first mortgage company just released their lien for {$120000.00} to me because this area in NJ was hit very hard by the crisis. My house is worth MAYBE XXXX at the most. I left for an extended period of time and someone broke in and started a fire there last month. On top of ceilings falling down, and the roof and the new furnace that is needed. I was willing to pay maybe a grand but nope i would rather it go to tax sale or consider filing a motion. the house isn't worth it i was trying to take care of it because its a duplex and this fire was at XXXX in the morning and there is a family that is attached to that building so i wanted to see what i could do so this doesn't happen again. i was willing to settle with 2 mortgage companys if i knew i could sell it fast to get my money back. i am not stupid and i know when to walk away ... i suggest XXXX XXXX understand that if he calls me again i will get compensated. His call today/time has been recorded in my journal. 

So .... my complaint is that he called me trying to collect on the offer that i clearly told him I WAS NOT GOING TO ACCEPT but i just needed it in writing. 

I told him AGAIN TODAY this debt was discharged in a chapter XXXX. he continued to annoy me until i hung up on him ... he was obviously not done harassing me and thought it was fun! game over XXXX!",,Veripro Solutions Inc.,NJ,,Consent provided,Web,2018-11-02T00:00:00.000,Closed with explanation,Yes,,N/A,3064303
2018-05-29T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Sued you in a state where you do not live or did not sign for the debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,NJ,08648,Consent not provided,Web,2018-05-29T00:00:00.000,Closed with explanation,Yes,"Older American, Servicemember",N/A,2920421
2018-05-08T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XXXX XXXX XXXX XXXX ( Beneficial ) is in violation of the New York State Real Property Actions and Proceedings Law ( RPAPL ) 1921 and New York Real Property Law ( RPL ) 275. These laws require a mortgagee ( Beneficial ) to  execute a satisfaction of mortgage and arrange to have the satisfaction recorded within 30 days. Failure of the mortgagee to do so entitles the borrower to a penalty based on when the satisfaction was recorded. The amounts are {$500.00} for satisfactions not recorded within 30 days, {$1000.00} for satisfactions not recorded within 60 days, and {$1500.00} for satisfactions not recorded within 90 days. Beneficial has negligently failed to execute a satisfaction/discharge of mortgage and have the satisfaction/discharge recorded on the following mortgages which are now erroneously recorded in the XXXX XXXX XXXX XXXX in XXXX XXXX, New York : XXXX, XXXX and XXXX ( see attached listing ). In a letter dated XX/XX/XXXX, Beneficial states, The loan was sold and transferred to XXXX effective XX/XX/XXXX. XXXX states in a letter dated XX/XX/XXXX, XXXX XXXX XXXX XXXX is the Noteholder of the account, and XXXX is the mortgage servicer. If the loan was sold, as Beneficial states and XXXX confirms, Beneficial is no longer the Noteholder and has no legal security interest in the mortgages and therefore, should have executed a satisfaction/discharge of mortgage for each mortgage they previously and erroneously recorded in XX/XX/XXXX, XX/XX/XXXXand XX/XX/XXXX. If the erroneous mortgages were transferred/assigned to XXXX, as Beneficial also states, I have yet to be provided an actual copy ; although previously requested, which legitimizes such transfer/assignment, including a copy of the actual proper and legal endorsements by Beneficial to XXXX, or whomever they allegedly sold and transferred the mortgages to. Not a prefabricated form letter that states the mortgage has been sold/assigned/transferred, without any accompanying documented evidence, which serves to prove which party owns the alleged debt and therefore may bring a foreclosure action. In addition, to date, there has been no proper written format of a document and recordation of such document, which provides notice to the public of an effectuated assignment. I am entitled to such copies and verification, if it exists. The negligent actions of both Beneficial and XXXX remain unconscionable during the ordinary course of business, which leads to further harm to the consumer. It is now going on six months since Beneficial has sold and transferred the aforementioned mortgages without adhering to established law.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-05-08T00:00:00.000,Closed with explanation,Yes,,N/A,2900450
2018-06-26T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,Selene Finance has refused to provide me with a mortgage statement that I need to have for my appointment with New Jersey Citizen Action.I have been asking for several weeks.,,Selene Finance LP,NJ,,Consent provided,Web,2018-06-26T00:00:00.000,Closed with explanation,Yes,,N/A,2946758
2018-04-06T00:00:00.000,Debt collection,Mortgage debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NJ,07513,N/A,Referral,2018-05-16T00:00:00.000,Closed with explanation,Yes,,N/A,2900796
2018-05-16T00:00:00.000,Debt collection,Mortgage debt,Took or threatened to take negative or legal action,Seized or attempted to seize your property,"XXXX XXXX XXXX , XXXX. ( SPS ) and XXXX XXXX XXXX ( Beneficial ), is in violation of conspiracy to commit fraud, deceit, falsification of documents and misrepresentation. Complaint # 1 : On XX/XX/XXXX and XX/XX/XXXX, I received a response concerning a CFPB complaint from both XXXX and Beneficial ( see attached ). Within those responses were copies of a document, entitled Loan Modification, dated XX/XX/XXXX. The ONLY signature on the document was my deceased fathers, which he dated XX/XX/XXXX. My deceased mothers signature block contained the word Deceased. In addition, the document included a stamp on the first page that stated, Received XXXX  XXXX XX/XX/XXXX XXXX XXXX, XXXX. On XX/XX/XXXX, I received correspondence from SPS which contained what appeared to be the same Loan Modification document which I received copies of from XXXX and Beneficial on XX/XX/XXXX and XX/XX/XXXXrespectively. However, upon further review, I could see how it had been fraudulently altered and/or falsified/backdated. The similar Loan Modification document I received on XX/XX/XXXX now contained two additional stamps. One stated, Received Inter-Office Trailing XX/XX/XXXX Capture Center XXXX, FL and the other stated, Vice President and Asst. Secretary, Administrative Services Division of XXXX XXXX XXXX. In addition, this copy of the document now contained the unreadable signature on the Lender signature block, which was dated XX/XX/XXXX ( see attached copies ). I can only assume these documents were altered sometime after XX/XX/XXXX and XX/XX/XXXX ; more than two years after my father signed the document on XX/XX/XXXX. Therefore, I deem this fabricated document as null and void. Complaint # 2 :  On XX/XX/XXXX in correspondence I received from SPS, they give and address for XXXX XXXX XXXX XXXX ( Alleged Owner of Note ) as XXXX XXXX XXXX XX/XX/XXXX, XXXX XXXX. This contradicts the address XXXX provided me in correspondence dated XX/XX/XXXX. In that correspondence they stated the address was XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX  XXXX Attention : XXXX XXXX XXXX XXXX. Complaint # 3 : In numerous correspondences from XXXX they state, Your assigned Relationship Manager is XXXX XXXX. I have yet to hear from this person via telephone or in writing and preliminary investigation indicates that she is not who XXXX states she is. Complaint # 4 : On XX/XX/XXXX, I received correspondence from XXXX stating they are, based on a business decision, unable to provide assistance. Not sure what prompted them to think I want or need their assistance. In fact, in my Complaint XXXX, dated XX/XX/XXXX. I advised them I have repeatedly attempted to request information regarding this account, which has only been met with non-compliance, insufficiency, vagueness, and misrepresentation and unconscionable deceit. Therefore, I have little interest in any work-outs regarding this account until such time it can be proven to me that the alleged obligations you claim are legal and enforceable. Therefore, at this time, I rescind all verbal and written offers to cure this alleged obligation. I fully dispute the validity of the alleged debt, ( current and future ), regarding account number XXXX, as claimed by XXXX XXXX XXXX , XXXX and any associates. I have never sought approval of any modification and had never sent them an application for approval of a modification. I can only assume XXXX is attempting to receive Federally Funded Credit for the false attempt. I have identified many more discrepancies during the course of my investigation that will be revealed at a later date. XXXX and Beneficials unethical and seemingly fraudulent behavior continues unchallenged by the appropriate authorities.",,HSBC NORTH AMERICA HOLDINGS INC.,NJ,08085,Consent provided,Web,2018-05-16T00:00:00.000,Closed with explanation,Yes,,N/A,2908803
